MouseMovements,Keypresses,ScreenResolution,UserAgent,Timezone,Language
"[{'x': 703, 'y': 495}]","['f', 's', 'f', 'b', 'g', 'c']","[1539, 848]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36cnbz1a6hk",UTC,en
[],"['a', 'p', 'i', 'r', 'g', 'g']","[1531, 858]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36wns8f7ttd",PST,en
[],"['a', 't', 'a', 'n', 'm', 'r']","[1536, 864]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.361tdte8rg3",EST,de
[],"['h', 'q', 'q', 'w', 'q', 'j']","[1532, 885]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36zk26amsor",UTC,de
[],"['k', 'h', 'w', 't', 'c', 'd']","[1530, 852]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36872qhzt90",UTC,de
"[{'x': 782, 'y': 480}, {'x': 843, 'y': 461}, {'x': 960, 'y': 437}]","['i', 'u', 'u', 'g', 'l', 'q']","[1532, 859]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36seo35iv83",UTC,es
[],"['n', 'r', 'c', 'b', 'o', 'n']","[1534, 857]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36k2woj9sdf",PST,fr
[],"['j', 'l', 'g', 't', 'f', 'q']","[1548, 869]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.369qabjbugt",EST,es
[],"['a', 'g', 'x', 'z', 'j', 'j']","[1531, 862]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36p5zwu5xzk",EST,de
[],"['j', 'n', 'd', 'h', 'd', 'h']","[1524, 855]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36r851anam2",EST,es
[],"['j', 'i', 'c', 'r', 't', 'h']","[1533, 856]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.361uvy1jml1",UTC,en
[],"['j', 'm', 'y', 'p', 'w', 'v']","[1534, 861]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.3613pxlany2",UTC,es
[],"['f', 'w', 's', 'r', 'x', 'c']","[1536, 845]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.3662yw41sxj",GMT,en
[],"['y', 'a', 'w', 'n', 'e', 'x']","[1519, 859]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36torfhz11m",PST,de
[],"['k', 'h', 'h', 'a', 's', 'a']","[1543, 867]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36ybrxo7e2w",UTC,en
[],"['p', 'u', 'h', 'b', 'v', 'p']","[1536, 877]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36vh8vljt5h",EST,en
[],"['h', 'c', 'l', 'o', 'z', 't']","[1542, 877]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36cl7y1g6du",UTC,es
[],"['s', 'b', 'm', 'w', 'y', 'n']","[1535, 868]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.361p8iy5urt",GMT,en
[],"['b', 'e', 't', 'b', 'q', 'b']","[1530, 842]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36nd5t6j3py",PST,fr
[],"['j', 'k', 'q', 'o', 'n', 'c']","[1544, 864]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36cljm1bndq",UTC,de
[],"['a', 'v', 'v', 'h', 'p', 'z']","[1526, 856]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36myx7c93x0",GMT,de
[],"['z', 'g', 'g', 'f', 'p', 'a']","[1540, 855]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36843ynw249",PST,es
[],"['l', 'q', 's', 'z', 't', 'g']","[1533, 864]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36po9g766id",PST,en
[],"['b', 'n', 'f', 'p', 'x', 'f']","[1529, 864]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.365sr6d336r",GMT,en
[],"['d', 'm', 'p', 'd', 'z', 'x']","[1517, 857]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36ve4eq086g",EST,fr
[],"['c', 'v', 'r', 'r', 'j', 'y']","[1523, 883]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36xervse5x3",GMT,de
[],"['b', 'l', 'p', 'r', 'i', 'w']","[1537, 856]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36eguwgllgf",GMT,fr
[],"['c', 'x', 'l', 'e', 'i', 'x']","[1548, 872]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.3624jdeinkh",PST,es
"[{'x': 875, 'y': 375}, {'x': 869, 'y': 365}]","['q', 'v', 'z', 'e', 'z', 'q']","[1513, 868]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36j2s7ersxx",PST,de
"[{'x': 874, 'y': 374}]","['x', 'q', 'o', 'y', 'g', 'q']","[1557, 856]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36luneqgqr0",EST,fr
"[{'x': 866, 'y': 380}]","['a', 'b', 'm', 'e', 'p', 'k']","[1528, 872]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36009qswoc5",PST,en
"[{'x': 866, 'y': 377}]","['l', 't', 'b', 'g', 'q', 'm']","[1555, 856]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.362xix6jnzc",UTC,de
"[{'x': 874, 'y': 379}]","['y', 'l', 'p', 'f', 'a', 'i']","[1528, 870]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36o93xco91d",UTC,es
"[{'x': 870, 'y': 372}]","['t', 'o', 'n', 's', 'w', 'q']","[1538, 860]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36z9480jwfo",UTC,es
"[{'x': 877, 'y': 375}]","['y', 'g', 'v', 'w', 'h', 'u']","[1530, 855]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36bk2jsst0y",PST,fr
"[{'x': 875, 'y': 376}]","['h', 'k', 'a', 't', 'b', 'a']","[1542, 857]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.364t2i6yexj",GMT,fr
"[{'x': 872, 'y': 366}]","['v', 'b', 'g', 'x', 'f', 'y']","[1533, 857]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.367rnag8nbx",GMT,es
"[{'x': 878, 'y': 375}]","['x', 'b', 'm', 'n', 's', 'v']","[1540, 864]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36nxfx23kfi",PST,en
"[{'x': 486, 'y': 400}]","['x', 'i', 'e', 'u', 'f', 'u']","[1541, 873]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36lz4yo6v2d",PST,es
"[{'x': 443, 'y': 408}]","['y', 'm', 'h', 'a', 'r', 'p']","[1543, 868]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.369p9jxm16f",UTC,en
[],"['p', 'i', 'e', 'n', 'g', 'b']","[1527, 885]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36bgqa5jc4b",GMT,es
"[{'x': 415, 'y': 537}, {'x': 411, 'y': 474}]","['m', 'v', 'g', 'k', 't', 'i']","[1557, 847]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36an8cjiwuo",GMT,fr
"[{'x': 517, 'y': 456}, {'x': 944, 'y': 36}]","['t', 's', 'x', 'a', 'x', 'r']","[1528, 874]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36filhi5sac",PST,fr
"[{'x': 939, 'y': 39}]","['n', 'x', 'i', 'y', 'm', 'v']","[1515, 867]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36jmvlr04d2",GMT,en
"[{'x': 792, 'y': 201}, {'x': 790, 'y': 169}, {'x': 780, 'y': 180}, {'x': 791, 'y': 175}, {'x': 791, 'y': 183}, {'x': 793, 'y': 176}, {'x': 787, 'y': 172}, {'x': 794, 'y': 174}, {'x': 946, 'y': 22}]","['c', 'h', 'y', 'v', 'p', 'i']","[1539, 866]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36r3wxe7d98",GMT,de
"[{'x': 942, 'y': 32}]","['o', 'l', 'r', 'm', 'f', 'h']","[1529, 865]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.364lvyww66s",PST,es
"[{'x': 343, 'y': 407}, {'x': 340, 'y': 342}, {'x': 936, 'y': 22}]","['y', 'm', 'f', 't', 'x', 'w']","[1529, 867]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36kblq9gpgh",EST,en
"[{'x': 475, 'y': 565}]","['w', 't', 'k', 'u', 'n', 'f']","[1523, 860]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36c7ykhrw2h",GMT,es
"[{'x': 565, 'y': 372}]","['b', 'f', 'e', 'w', 'n', 'x']","[1522, 843]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36tj5iy2zg9",EST,en
"[{'x': 769, 'y': 524}]","['x', 'k', 'h', 'd', 'w', 'f']","[1552, 852]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36o2ibusuii",PST,en
"[{'x': 681, 'y': 361}]","['p', 'l', 'r', 'r', 'q', 'b']","[1528, 871]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36bd0c2vk43",UTC,en
"[{'x': 694, 'y': 493}]","['t', 'r', 'f', 'w', 'y', 't']","[1540, 889]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.369scsrummg",UTC,fr
[],"['q', 'i', 'r', 'k', 'g', 'f']","[1542, 856]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36mb3oerra3",GMT,fr
[],"['x', 'i', 'f', 'f', 'i', 'q']","[1527, 874]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36fhdaofrmn",UTC,fr
[],"['o', 'g', 'a', 'i', 'p', 's']","[1527, 858]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.3600v186osp",PST,en
[],"['p', 'u', 'f', 'z', 'v', 'n']","[1547, 841]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36q22l9cpd3",GMT,en
"[{'x': 782, 'y': 474}, {'x': 849, 'y': 449}, {'x': 962, 'y': 447}]","['p', 'o', 'c', 'u', 'h', 'q']","[1534, 859]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36wdrucl3y2",UTC,es
[],"['f', 'j', 'o', 't', 'b', 'c']","[1534, 868]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.360t95ona6n",PST,es
[],"['i', 'm', 'q', 'h', 'n', 'z']","[1527, 857]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.3691fp6ycyn",UTC,fr
[],"['z', 'l', 'l', 'k', 's', 'j']","[1530, 861]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36vkyzhsngh",EST,de
[],"['d', 'l', 'o', 'q', 'c', 'v']","[1538, 874]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36g0g58ojf0",EST,de
[],"['e', 'l', 'h', 'l', 'p', 'i']","[1532, 866]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36o4eor1kfq",PST,en
[],"['y', 'k', 'd', 'v', 'g', 'd']","[1529, 869]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36q4o91l2x1",EST,es
[],"['c', 'g', 'w', 'a', 'r', 'l']","[1517, 863]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36eo5xuxyam",PST,fr
[],"['y', 'g', 'm', 'u', 'p', 'm']","[1544, 864]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.360n1duh1a3",GMT,de
[],"['d', 'n', 'h', 'e', 'y', 'd']","[1545, 875]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.3697ya4lvg0",UTC,en
[],"['c', 'u', 'g', 'm', 'a', 'q']","[1546, 875]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.369c5e3jx4j",EST,en
[],"['d', 'h', 'j', 'j', 'v', 'b']","[1530, 870]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36pkgdo9b7r",GMT,fr
[],"['t', 'f', 'q', 'z', 'v', 'y']","[1531, 870]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36hipvu8y6v",PST,es
[],"['p', 'p', 'b', 'q', 'w', 'z']","[1550, 864]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36qwcun6q6d",PST,en
[],"['a', 'j', 'p', 'x', 'b', 'p']","[1535, 866]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.360me4i6ffa",GMT,de
[],"['w', 'p', 'j', 'p', 'g', 'h']","[1538, 865]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.367npo77d36",UTC,fr
[],"['d', 'b', 'y', 'y', 'w', 'f']","[1546, 843]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36wjk5n2i9g",PST,fr
[],"['h', 'c', 'o', 'x', 'v', 'j']","[1547, 852]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.3653wb5zruv",EST,fr
[],"['s', 'y', 't', 'n', 'p', 'v']","[1532, 851]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36whf8eru9r",PST,en
[],"['i', 'j', 'o', 'h', 'h', 'l']","[1538, 865]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36w01goh3cf",EST,de
[],"['v', 't', 'n', 'c', 'n', 'y']","[1535, 856]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36ojdkfrkno",GMT,de
[],"['u', 'a', 'b', 'j', 'w', 'n']","[1527, 852]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36dgu86xlh6",PST,en
[],"['j', 's', 'z', 'r', 'o', 'v']","[1544, 883]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36vzijbiea2",GMT,en
"[{'x': 866, 'y': 372}, {'x': 867, 'y': 382}]","['d', 't', 's', 'g', 'n', 'j']","[1532, 864]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36ef4qgnze9",UTC,de
"[{'x': 875, 'y': 381}]","['u', 's', 'j', 'z', 'f', 'x']","[1541, 861]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36bsk24dem6",PST,es
"[{'x': 878, 'y': 371}]","['p', 'n', 'e', 'i', 'i', 'c']","[1532, 863]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36rwcvzkyph",UTC,es
"[{'x': 877, 'y': 372}]","['b', 't', 'f', 'u', 'm', 'j']","[1553, 867]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36lzkva1voo",PST,en
"[{'x': 868, 'y': 369}]","['n', 'o', 'x', 'e', 'l', 'l']","[1525, 876]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.368sams7817",EST,fr
"[{'x': 880, 'y': 374}]","['k', 'd', 'f', 'g', 'n', 'u']","[1516, 863]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36j9jqjfx1j",GMT,de
"[{'x': 879, 'y': 376}]","['x', 'm', 'h', 'f', 'o', 'a']","[1530, 863]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36z251u4ta2",GMT,fr
"[{'x': 867, 'y': 370}]","['a', 'n', 'm', 'w', 'a', 'v']","[1549, 864]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36jxfm5apmj",UTC,fr
"[{'x': 873, 'y': 370}]","['a', 'w', 'k', 'k', 's', 'p']","[1540, 848]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36u6r25l7b0",EST,es
"[{'x': 878, 'y': 373}]","['w', 'v', 'a', 'q', 'l', 't']","[1532, 853]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.369cqe2s6br",EST,fr
"[{'x': 486, 'y': 398}]","['w', 'l', 'p', 'p', 'b', 'p']","[1534, 853]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.368pl7mansw",UTC,es
"[{'x': 438, 'y': 411}]","['d', 'g', 'o', 'g', 'f', 'g']","[1543, 868]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.361guk0buan",EST,fr
[],"['v', 'd', 'i', 'p', 's', 'm']","[1554, 847]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36a08bd59it",PST,de
"[{'x': 418, 'y': 527}, {'x': 414, 'y': 483}]","['b', 'a', 'x', 'n', 'c', 's']","[1531, 861]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.363pzyin1t2",EST,de
"[{'x': 523, 'y': 449}, {'x': 932, 'y': 27}]","['e', 'q', 'n', 'c', 'g', 'x']","[1530, 873]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36ciivn0u7g",UTC,de
"[{'x': 940, 'y': 33}]","['e', 'x', 'r', 'r', 'g', 'k']","[1546, 870]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.365ugpnpyr2",UTC,es
"[{'x': 788, 'y': 205}, {'x': 784, 'y': 159}, {'x': 790, 'y': 168}, {'x': 790, 'y': 171}, {'x': 789, 'y': 170}, {'x': 794, 'y': 174}, {'x': 788, 'y': 183}, {'x': 784, 'y': 169}, {'x': 948, 'y': 32}]","['c', 'w', 'm', 'j', 'p', 'q']","[1547, 848]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36rgg3yuse7",GMT,es
"[{'x': 938, 'y': 35}]","['a', 'f', 'g', 't', 'd', 'h']","[1524, 864]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36otqx5gqpu",GMT,en
"[{'x': 320, 'y': 404}, {'x': 331, 'y': 354}, {'x': 947, 'y': 39}]","['d', 'n', 'c', 'o', 't', 'j']","[1530, 859]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36v84zgm2nw",UTC,de
"[{'x': 478, 'y': 571}]","['l', 'r', 'f', 'c', 'e', 'z', 'y', 'n']","[1542, 877]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36iddacgk6w9oj",EST,es
"[{'x': 572, 'y': 357}]","['z', 'n', 'q', 'f', 'e', 'p', 'o', 'e']","[1541, 858]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36k4r2yaqd25ny",GMT,en
"[{'x': 763, 'y': 528}]","['j', 'c', 'a', 'u', 'z', 'g', 'l', 't']","[1509, 876]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.367q7ue1mefxr1",PST,fr
"[{'x': 683, 'y': 365}]","['k', 'a', 'r', 'f', 'r', 'k', 'n', 'x']","[1528, 847]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36drtubudd16xr",GMT,es
"[{'x': 693, 'y': 499}]","['f', 's', 'w', 'd', 'a', 'q', 'a', 'o']","[1545, 848]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36cnb1x96k8pmh",UTC,es
[],"['a', 'p', 'k', 'u', 'c', 'n', 'x', 'p']","[1541, 854]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36wns5dvfgwa9y",UTC,es
[],"['a', 't', 'f', 'w', 'w', 'k', 'd', 'r']","[1540, 853]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.361tdb9tt5854x",PST,de
